,imdbId,Imdb Link,Title,IMDB Score,Genre,Poster
10,116367,http://www.imdb.com/title/tt116367,From_Dusk_Till_Dawn_(1996),7.3,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjk3YmZhMDAtOWUzMS00YjE5LTkxNzAtY2I1NGZjMDA2ZTk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
11,114367,http://www.imdb.com/title/tt114367,Screamers_(1995),6.4,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2M2ZGM0NDUtODRhNS00MjcxLTg3ZWYtYjkyZDJkYmVjOWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
12,115697,http://www.imdb.com/title/tt115697,Black_Sheep_(1996),6.2,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjc2NzU0YjUtYzkyNS00NjcwLWJiM2QtM2Y3YjFhMTQ0M2I3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
13,117002,http://www.imdb.com/title/tt117002,Mary_Reilly_(1996),5.8,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MzEzNTc2NF5BMl5BanBnXkFtZTYwNTI5NjU5._V1_UY268_CR0,0,182,268_AL_.jpg"
14,114825,http://www.imdb.com/title/tt114825,Vampire_in_Brooklyn_(1995),4.5,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWFlYjJiYzUtNWE1YS00YzM5LTkxYzMtN2FlMjI4NTNlNzExXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
15,113403,http://www.imdb.com/title/tt113403,A_Midwinter's_Tale_(1995),7.3,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMDEwMDAyMl5BMl5BanBnXkFtZTYwOTUwNTk4._V1_UX182_CR0,0,182,268_AL_.jpg"
16,117102,http://www.imdb.com/title/tt117102,Mr._Wrong_(1996),3.8,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0MTAxMjcyMl5BMl5BanBnXkFtZTcwMTIzMTEyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
17,118040,http://www.imdb.com/title/tt118040,Unforgettable_(1996),6.0,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4MjA4MzIxMV5BMl5BanBnXkFtZTcwMTg3Mjg3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
18,112646,http://www.imdb.com/title/tt112646,Catwalk_(1995),6.4,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxNzk1NjMxN15BMl5BanBnXkFtZTcwNjk0ODkxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
19,112556,http://www.imdb.com/title/tt112556,Happiness_Is_in_the_Field_(1995),7.0,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxMzM5MDAxMF5BMl5BanBnXkFtZTcwNzUxNDMzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
20,114536,http://www.imdb.com/title/tt114536,Steal_Big_Steal_Little_(1995),4.8,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3MzkzODY2OF5BMl5BanBnXkFtZTcwNjY1OTUyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
21,116324,http://www.imdb.com/title/tt116324,Flirting_with_Disaster_(1996),6.8,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzM4NTAyMDE4MF5BMl5BanBnXkFtZTcwNjg1NDQ3Nw@@._V1_UY268_CR4,0,182,268_AL_.jpg"
22,114500,http://www.imdb.com/title/tt114500,Sonic_Outlaws_(1995),7.3,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5OTU5MTgxM15BMl5BanBnXkFtZTcwNTMwMDgyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
23,116130,http://www.imdb.com/title/tt116130,Down_Periscope_(1996),6.0,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0NTE0ODE0Ml5BMl5BanBnXkFtZTcwNjMxMzUyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
24,115685,http://www.imdb.com/title/tt115685,The_Birdcage_(1996),7.0,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NjExODYyOF5BMl5BanBnXkFtZTcwNTc0NjgyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
25,112288,http://www.imdb.com/title/tt112288,The_Addiction_(1995),6.4,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMWYzN2EyMmMtMTU2My00MWY2LTkyMGYtMjk0MzVkZGZiMzNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
26,112541,http://www.imdb.com/title/tt112541,Blue_in_the_Face_(1995),6.7,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4MTUzMDIyMl5BMl5BanBnXkFtZTcwNzk4MDYyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
27,109370,http://www.imdb.com/title/tt109370,Canadian_Bacon_(1995),5.9,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwNDU0NzcwMl5BMl5BanBnXkFtZTcwNzk1NjAzNA@@._V1_UY268_CR0,0,182,268_AL_.jpg"
28,113481,http://www.imdb.com/title/tt113481,Johnny_Mnemonic_(1995),5.6,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTdhYjEzYTEtYTkwZC00NzgxLWI0ZWEtYmEyMGZhOWYwMjE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
29,113492,http://www.imdb.com/title/tt113492,Judge_Dredd_(1995),5.5,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BYmM1NzUyY2YtOTU4My00ZmFmLWI4ZjYtYzJlM2JlOTBhZmIzXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
30,113500,http://www.imdb.com/title/tt113500,Jury_Duty_(1995),4.1,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BN2RlNGM4NjEtNjUxZC00YjA2LThjYjQtMDdkNDA1YzNlNzJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
31,113690,http://www.imdb.com/title/tt113690,Lord_of_Illusions_(1995),6.0,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDg1OTc0MDQwNl5BMl5BanBnXkFtZTcwMjQ3NDk0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
32,110604,http://www.imdb.com/title/tt110604,Mute_Witness_(1995),6.8,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMjczODAyOV5BMl5BanBnXkFtZTcwNDA5NjQyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
33,110620,http://www.imdb.com/title/tt110620,Nadja_(1994),6.0,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2NTE5MDI4MV5BMl5BanBnXkFtZTcwODM4MDMzMQ@@._V1_UY268_CR43,0,182,268_AL_.jpg"
34,114095,http://www.imdb.com/title/tt114095,Party_Girl_(1995),6.6,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0MTE0NTQxMV5BMl5BanBnXkFtZTcwMDQ2NjkyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
35,114508,http://www.imdb.com/title/tt114508,Species_(1995),5.8,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjMyNTE0ODUzOF5BMl5BanBnXkFtZTcwNjY5NTk1NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
36,114805,http://www.imdb.com/title/tt114805,Unzipped_(1995),6.4,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwODIwMTk2Nl5BMl5BanBnXkFtZTcwMzA4NDUyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
37,114898,http://www.imdb.com/title/tt114898,Waterworld_(1995),6.1,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzE4NTRmMDYtNWYzYi00YmNkLTk4NDEtYjFmMDc4ODQ3ODY2XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg"
38,114938,http://www.imdb.com/title/tt114938,Wild_Bill_(1995),5.9,Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0MjI4NDkyOF5BMl5BanBnXkFtZTcwNzQ0NTg3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
39,112508,http://www.imdb.com/title/tt112508,Billy_Madison_(1995),6.4,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzcyMjZmNjctNGNhMS00ZmQxLWFkNzQtYTIxYjVkYmU1NmNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
40,112643,http://www.imdb.com/title/tt112643,Castle_Freak_(1995),5.9,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyMzQ3MjU5MV5BMl5BanBnXkFtZTcwMTI0NTYzNQ@@._V1_UY268_CR5,0,182,268_AL_.jpg"
41,109445,http://www.imdb.com/title/tt109445,Clerks_(1994),7.8,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzE1Njk0NmItNDhlMC00ZmFlLWI4ZTUtYTY4ZjgzNjkyMTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
42,109686,http://www.imdb.com/title/tt109686,Dumb_&_Dumber_(1994),7.3,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDQwMjNiMTQtY2UwYy00NjhiLTk0ZWEtZWM5ZWMzNGFjNTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg"
43,113198,http://www.imdb.com/title/tt113198,A_Goofy_Movie_(1995),6.8,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDczYjU4MDMtY2RjMy00Y2UyLWE2MmMtZjliYWUwNzQ3YjExXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
44,113303,http://www.imdb.com/title/tt113303,Hideaway_(1995),5.3,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMmM1OTU2MDQtZWVjMi00NmY4LWI1ZDYtZTg0ODE5YTUxNDA1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
45,113234,http://www.imdb.com/title/tt113234,Gumby:_The_Movie_(1995),6.2,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjU0ODM1MjExOF5BMl5BanBnXkFtZTcwNDY0ODcyMg@@._V1_UY268_CR3,0,182,268_AL_.jpg"
46,110066,http://www.imdb.com/title/tt110066,Houseguest_(1995),5.9,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5MDQ1NTY1Ml5BMl5BanBnXkFtZTYwODgxODQ5._V1_UY268_CR2,0,182,268_AL_.jpg"
47,110148,http://www.imdb.com/title/tt110148,Interview_with_the_Vampire:_The_Vampire_Chronicles_(1994),7.6,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BYThmYjJhMGItNjlmOC00ZDRiLWEzNjUtZjU4MjA3MzY0MzFmXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
48,110216,http://www.imdb.com/title/tt110216,Junior_(1994),4.5,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNjA3MTUxMl5BMl5BanBnXkFtZTcwMDk2MjAyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
49,109836,http://www.imdb.com/title/tt109836,Mary_Shelley's_Frankenstein_(1994),6.4,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDY3ZjIyOGMtZjI3YS00YTUxLTg4YjAtODhjNWM1Nzk4MDE3XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
50,113808,http://www.imdb.com/title/tt113808,Miami_Rhapsody_(1995),5.4,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzNjU3MTk2NV5BMl5BanBnXkFtZTcwMzU0MzQyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
51,106402,http://www.imdb.com/title/tt106402,Beyond_Bedlam_(1994),3.4,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMDkzNTg0OF5BMl5BanBnXkFtZTcwMzk2NTAyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
52,113948,http://www.imdb.com/title/tt113948,Nemesis_2:_Nebula_(1995),4.7,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzgxZTE4ZGMtOTYxNS00Nzc2LWExYTEtN2FhMzg5NGE4YmFhXkEyXkFqcGdeQXVyNjUyMTU4NzA@._V1_UX182_CR0,0,182,268_AL_.jpg"
53,110965,http://www.imdb.com/title/tt110965,Relative_Fear_(1994),5.7,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTAyMDBkYTgtNzNhOC00ZWFmLWFlYjEtMzA0MGY4MDEwZjM2XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UX182_CR0,0,182,268_AL_.jpg"
54,111333,http://www.imdb.com/title/tt111333,The_Swan_Princess_(1994),6.4,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDM2OGM1MjAtYjA3Zi00NzEzLWFiOWMtYjg4MDdiMzYzMWVkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDA5Mjg5MjA@._V1_UY268_CR3,0,182,268_AL_.jpg"
55,111282,http://www.imdb.com/title/tt111282,Stargate_(1994),7.1,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BYWEyYTQzNzQtZTg5OS00NDhkLTg1NjYtMzA5Y2MyYjYzNWQ5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
56,114614,http://www.imdb.com/title/tt114614,Tank_Girl_(1995),5.2,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3ODMxNzU3NV5BMl5BanBnXkFtZTcwOTQzMTM3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
57,114608,http://www.imdb.com/title/tt114608,Tales_from_the_Crypt:_Demon_Knight_(1995),6.7,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BNGM3N2VmNDQtNWMwNC00MDI5LThhNzYtNTlkZjkwZTJlNTRjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg"
58,114609,http://www.imdb.com/title/tt114609,Tales_from_the_Hood_(1995),6.2,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDZjYTMzZDEtYjJkNS00MTI1LTgyZDctM2FlYjk2NDMyNTQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
59,114852,http://www.imdb.com/title/tt114852,Village_of_the_Damned_(1995),5.6,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTY5MzEwMjctMmQ1MS00YThmLWJhMjQtYzMxOWZlNTEyNGM5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
60,114857,http://www.imdb.com/title/tt114857,Virtuosity_(1995),5.5,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDhhZmMyNmItNTc3Ni00MmI3LTlhZWItM2ZiNmUxOTM0YTMxXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
61,109040,http://www.imdb.com/title/tt109040,Ace_Ventura:_Pet_Detective_(1994),6.9,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzNTI0ODUxOF5BMl5BanBnXkFtZTgwNTQxNzQxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
62,110357,http://www.imdb.com/title/tt110357,The_Lion_King_(1994),8.5,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_UX182_CR0,0,182,268_AL_.jpg"
63,111686,http://www.imdb.com/title/tt111686,New_Nightmare_(1994),6.4,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2RmMWIyZDgtY2I4ZS00ZjgwLTlmZTYtY2E2ZmI1Y2IzOGQ4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg"
64,111438,http://www.imdb.com/title/tt111438,Timecop_(1994),5.8,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2OTg2MDY5M15BMl5BanBnXkFtZTcwNTIwOTM4OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
65,111742,http://www.imdb.com/title/tt111742,Wolf_(1994),6.2,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjY3NTgxZGItMWU2Mi00OTQ0LTg2OGQtYWI3NzU4MTYxMTBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
66,108069,http://www.imdb.com/title/tt108069,The_Secret_Adventures_of_Tom_Thumb_(1993),7.4,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1NTQ4NjM4NV5BMl5BanBnXkFtZTcwNjEzMzkxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
67,113043,http://www.imdb.com/title/tt113043,The_Fear_(1995),3.4,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1NzkyNjM2OF5BMl5BanBnXkFtZTcwNzU3MjIyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
68,113104,http://www.imdb.com/title/tt113104,Frank_and_Ollie_(1995),8.0,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3MTAzNTc1M15BMl5BanBnXkFtZTcwNjQyNTQyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
69,114047,http://www.imdb.com/title/tt114047,Open_Season_(1995),5.5,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM4MTM1ODg5N15BMl5BanBnXkFtZTgwNjM4ODk1MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
70,109339,http://www.imdb.com/title/tt109339,Brother_Minister:_The_Assassination_of_Malcolm_X_(1994),7.3,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDA2MTYyNDE4NV5BMl5BanBnXkFtZTcwOTY5ODA3NA@@._V1_UY268_CR7,0,182,268_AL_.jpg"
71,113409,http://www.imdb.com/title/tt113409,In_the_Mouth_of_Madness_(1994),7.2,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjNkMWVkYTUtYzUwZi00ZWI1LTg3MzktZjVkNDQxZjFhOTY1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
72,109198,http://www.imdb.com/title/tt109198,Bad_Girls_(1994),5.1,Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTE4ODIwMzU0MF5BMl5BanBnXkFtZTcwNjgyOTcyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
73,106452,http://www.imdb.com/title/tt106452,Body_Snatchers_(1993),5.9,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BYmM4NWY1NGEtMjI5ZC00MmRkLWI1Y2QtNDg4NzMzNTI1MDYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
74,109439,http://www.imdb.com/title/tt109439,City_Slickers_II:_The_Legend_of_Curly's_Gold_(1994),5.4,Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4MzE1MjA3Nl5BMl5BanBnXkFtZTcwMTU4MDcxMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
75,106598,http://www.imdb.com/title/tt106598,Coneheads_(1993),5.2,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3NDg1MTkzMl5BMl5BanBnXkFtZTcwMjcwMDgyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
76,106677,http://www.imdb.com/title/tt106677,Dazed_and_Confused_(1993),7.7,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5MDY5MDQyOV5BMl5BanBnXkFtZTgwMzM3NzMxMDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
77,106697,http://www.imdb.com/title/tt106697,Demolition_Man_(1993),6.6,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDdkMmI5NWYtOGNiNi00ZjZmLThiYjItZGRiMTAwMWYxYjJhXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
78,107004,http://www.imdb.com/title/tt107004,Geronimo:_An_American_Legend_(1993),6.5,Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2MDY2NjM1OF5BMl5BanBnXkFtZTYwMDE0NzQ5._V1_UY268_CR1,0,182,268_AL_.jpg"
79,109920,http://www.imdb.com/title/tt109920,A_Good_Man_in_Africa_(1994),5.0,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTYxOGMzZDktNjNmMi00Mzk5LWIyMDYtMTc2ZDM4YjZjNzYwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
80,113674,http://www.imdb.com/title/tt113674,Live_Nude_Girls_(1995),5.4,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxMzEwMTQxN15BMl5BanBnXkFtZTcwMjI2NjY0MQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
81,107290,http://www.imdb.com/title/tt107290,Jurassic_Park_(1993),8.1,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
82,110353,http://www.imdb.com/title/tt110353,Lightning_Jack_(1994),5.4,Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2NzcyNzg2Ml5BMl5BanBnXkFtZTcwNjMyNzAwMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg"
83,107478,http://www.imdb.com/title/tt107478,Made_in_America_(1993),4.9,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjhmYzdlMmQtOWVlOC00NDI0LWFiN2YtMGE0ZTc1ZDJhOGMzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
84,74102,http://www.imdb.com/title/tt74102,In_the_Realm_of_the_Senses_(1976),6.6,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BYWZmOWU0ZTktYTRjOC00ZmMwLTk5ZTQtNDM0Y2VhOWM4M2NjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR3,0,182,268_AL_.jpg"
85,110678,http://www.imdb.com/title/tt110678,No_Escape_(1994),6.1,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzQ3ODA1ODc4N15BMl5BanBnXkFtZTgwMDI4MzgxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
86,111003,http://www.imdb.com/title/tt111003,The_Puppet_Masters_(1994),5.9,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDcyMGRmMTMtZDhiYy00YmM4LTkwNDQtM2FlOGViYTgwZmRjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
