,index,imdbId,Imdb Link,Title,IMDB Score,Genre,Poster
39,375,111438,http://www.imdb.com/title/tt111438,Timecop_(1994),5.8,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2OTg2MDY5M15BMl5BanBnXkFtZTcwNTIwOTM4OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
40,377,111693,http://www.imdb.com/title/tt111693,When_a_Man_Loves_a_Woman_(1994),6.5,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BODBhYzRiN2ItYjgxMS00MGUwLTg2ODEtY2UzYWM1NzdlYjQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
41,388,108069,http://www.imdb.com/title/tt108069,The_Secret_Adventures_of_Tom_Thumb_(1993),7.4,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1NTQ4NjM4NV5BMl5BanBnXkFtZTcwNjEzMzkxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
42,394,113104,http://www.imdb.com/title/tt113104,Frank_and_Ollie_(1995),8.0,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3MTAzNTc1M15BMl5BanBnXkFtZTcwNjQyNTQyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
43,400,109339,http://www.imdb.com/title/tt109339,Brother_Minister:_The_Assassination_of_Malcolm_X_(1994),7.3,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDA2MTYyNDE4NV5BMl5BanBnXkFtZTcwOTY5ODA3NA@@._V1_UY268_CR7,0,182,268_AL_.jpg"
44,421,109306,http://www.imdb.com/title/tt109306,Blue_Sky_(1994),6.4,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTQ1NTA3MTU5Ml5BMl5BanBnXkFtZTcwMzc3NDcyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
45,422,106452,http://www.imdb.com/title/tt106452,Body_Snatchers_(1993),5.9,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BYmM4NWY1NGEtMjI5ZC00MmRkLWI1Y2QtNDg4NzMzNTI1MDYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
46,431,106598,http://www.imdb.com/title/tt106598,Coneheads_(1993),5.2,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3NDg1MTkzMl5BMl5BanBnXkFtZTcwMjcwMDgyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
47,438,106697,http://www.imdb.com/title/tt106697,Demolition_Man_(1993),6.6,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDdkMmI5NWYtOGNiNi00ZjZmLThiYjItZGRiMTAwMWYxYjJhXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
48,457,109913,http://www.imdb.com/title/tt109913,Go_Fish_(1994),5.6,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwODAzMzM5N15BMl5BanBnXkFtZTcwMDcxNjEyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
49,476,107290,http://www.imdb.com/title/tt107290,Jurassic_Park_(1993),8.1,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
50,494,107611,http://www.imdb.com/title/tt107611,Mr._Jones_(1993),5.8,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjg1OTc2NjU5OV5BMl5BanBnXkFtZTcwNjMwNDAyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
51,500,110678,http://www.imdb.com/title/tt110678,No_Escape_(1994),6.1,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzQ3ODA1ODc4N15BMl5BanBnXkFtZTgwMDI4MzgxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
52,506,107840,http://www.imdb.com/title/tt107840,Poetic_Justice_(1993),5.9,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1OTM3NzYxOF5BMl5BanBnXkFtZTYwMzMwNTU5._V1_UX182_CR0,0,182,268_AL_.jpg"
53,508,111003,http://www.imdb.com/title/tt111003,The_Puppet_Masters_(1994),5.9,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDcyMGRmMTMtZDhiYy00YmM4LTkwNDQtM2FlOGViYTgwZmRjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
54,511,107943,http://www.imdb.com/title/tt107943,The_Remains_of_the_Day_(1993),7.9,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDYwOThlMDAtYWUwMS00MjY5LTliMGUtZWFiYTA5MjYwZDAyXkEyXkFqcGdeQXVyNjY1NTQ0NDg@._V1_UX182_CR0,0,182,268_AL_.jpg"
55,515,107978,http://www.imdb.com/title/tt107978,RoboCop_3_(1993),3.9,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4NTU5ODYyNl5BMl5BanBnXkFtZTcwMjkzODM1NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
56,519,108000,http://www.imdb.com/title/tt108000,Ruby_in_Paradise_(1993),7.1,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5MTY4ODExNF5BMl5BanBnXkFtZTcwMzM1ODUxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
57,537,83658,http://www.imdb.com/title/tt83658,Blade_Runner_(1982),8.2,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzQzMzJhZTEtOWM4NS00MTdhLTg0YjgtMjM4MDRkZjUwZDBlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
58,547,107688,http://www.imdb.com/title/tt107688,The_Nightmare_Before_Christmas_(1993),8.0,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWE4OTNiM2ItMjY4Ni00ZTViLWFiZmEtZGEyNGY2ZmNlMzIyXkEyXkFqcGdeQXVyMDU5NDcxNw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
59,553,110763,http://www.imdb.com/title/tt110763,The_Pagemaster_(1994),6.0,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjY1NjRjZjEtYjNhNS00YzY5LThjMGQtYmE0OTE3MGFiM2MyXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg"
60,558,107002,http://www.imdb.com/title/tt107002,Germinal_(1993),7.1,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzk5NTA4MjMwNl5BMl5BanBnXkFtZTYwMTg4NTg5._V1_UX182_CR0,0,182,268_AL_.jpg"
61,578,106678,http://www.imdb.com/title/tt106678,I_Don't_Want_to_Talk_About_It_(1993),7.0,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyMjkxMDI4NF5BMl5BanBnXkFtZTcwMjMzMTgxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
62,582,103639,http://www.imdb.com/title/tt103639,Aladdin_(1992),8.0,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTI4ODQ1MzAzNV5BMl5BanBnXkFtZTgwMzU4NzMxMDE@._V1_UY268_CR9,0,182,268_AL_.jpg"
63,583,103064,http://www.imdb.com/title/tt103064,Terminator_2:_Judgment_Day_(1991),8.5,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDM2YjYwYWMtMWZlNi00ZDQxLWExMDctMDAzNzQ0OTkzZjljXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
64,588,29583,http://www.imdb.com/title/tt29583,Snow_White_and_the_Seven_Dwarfs_(1937),7.6,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMzE2Mzc4M15BMl5BanBnXkFtZTcwMTE4NTc1Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
65,589,101414,http://www.imdb.com/title/tt101414,Beauty_and_the_Beast_(1991),8.0,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzE5MDM1NDktY2I0OC00YWI5LTk2NzUtYjczNDczOWQxYjM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
66,590,32910,http://www.imdb.com/title/tt32910,Pinocchio_(1940),7.5,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4Mzk3ODIyOF5BMl5BanBnXkFtZTgwODgyNzk2NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
67,598,115978,http://www.imdb.com/title/tt115978,Criminals_(1997),6.4,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1NjIzNDkxOV5BMl5BanBnXkFtZTcwOTczMjgyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
68,601,106537,http://www.imdb.com/title/tt106537,Century_(1993),6.4,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1ODYwNzI1OF5BMl5BanBnXkFtZTcwNjMxODcxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
69,604,82509,http://www.imdb.com/title/tt82509,Heavy_Metal_(1981),6.7,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTc2NzM1ODgtM2RkYi00M2U4LWE4NzEtMDMzZGUzYmI1ZDUzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
70,605,116514,http://www.imdb.com/title/tt116514,Hellraiser:_Bloodline_(1996),5.1,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzM1NjVhNGUtY2FhNy00MTQ4LTkyNDAtZWE2YWZhYWQ2YzdmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
71,607,116684,http://www.imdb.com/title/tt116684,Jane_Eyre_(1996),6.8,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjU4NDU2MjUtMGVjMS00NTBmLWI3N2QtZTk3YzY3YjZhNjY4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
72,610,65421,http://www.imdb.com/title/tt65421,The_AristoCats_(1970),7.1,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4OTg4MDQ4NF5BMl5BanBnXkFtZTgwNjY0MzcxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
73,615,107471,http://www.imdb.com/title/tt107471,Ma_saison_prí©fí©rí©e_(1993),7.3,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTgxMzc3OTMzNF5BMl5BanBnXkFtZTcwNTUyNDMyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
74,623,115837,http://www.imdb.com/title/tt115837,Carried_Away_(1996),6.4,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MzAxMjk5OF5BMl5BanBnXkFtZTcwMjY2MDkyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
75,624,115509,http://www.imdb.com/title/tt115509,All_Dogs_Go_to_Heaven_2_(1996),5.4,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2MjYyODUzNV5BMl5BanBnXkFtZTcwMTczNzUxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
76,642,117071,http://www.imdb.com/title/tt117071,Moll_Flanders_(1996),6.5,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzNzA0NDU3OV5BMl5BanBnXkFtZTYwMDExODg5._V1_UX182_CR0,0,182,268_AL_.jpg"
77,653,116683,http://www.imdb.com/title/tt116683,James_and_the_Giant_Peach_(1996),6.7,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTNkNWIwNGUtNTJlOC00NDU3LTk0NWEtNjNjNDM4NzRiNThkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg"
78,662,117128,http://www.imdb.com/title/tt117128,Mystery_Science_Theater_3000:_The_Movie_(1996),7.4,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzNmN2UzNTAtNmZkMS00MmI3LThhNzEtNjI1YjJlN2JiZjU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
79,664,117705,http://www.imdb.com/title/tt117705,Space_Jam_(1996),6.3,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDgyZTI2YmYtZmI4ZC00MzE0LWIxZWYtMWRlZWYxNjliNTJjXkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_UY268_CR8,0,182,268_AL_.jpg"
80,667,140614,http://www.imdb.com/title/tt140614,They_Bite_(1996),5.1,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1NzA4MjczOF5BMl5BanBnXkFtZTcwNDAxNzgzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
81,669,114307,http://www.imdb.com/title/tt114307,The_Run_of_the_Country_(1995),6.2,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTY1MTk2MjIxOV5BMl5BanBnXkFtZTcwNjI2MzMyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
82,670,58898,http://www.imdb.com/title/tt58898,Alphaville_(1965),7.2,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1MDUxNDk2NF5BMl5BanBnXkFtZTgwMDM5MDY5MDE@._V1_UY268_CR2,0,182,268_AL_.jpg"
83,676,109491,http://www.imdb.com/title/tt109491,Country_Life_(1994),6.9,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzM5MDM1Ml5BMl5BanBnXkFtZTcwMDMwMTYyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
84,680,117688,http://www.imdb.com/title/tt117688,Solo_(1996),3.9,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzI1NDIyMDc1Ml5BMl5BanBnXkFtZTcwNjU2ODMyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
85,697,95776,http://www.imdb.com/title/tt95776,Oliver_&_Company_(1988),6.7,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NTE2OTQtN2YyZi00OTI5LTljMmEtMDZlMTk0MzNmZmY5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
86,707,117108,http://www.imdb.com/title/tt117108,Multiplicity_(1996),6.0,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTI4Zjc4MDMtZGJjMS00ZjhjLWJkYTItNjZhNGFjOTY4Y2E4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg"
